<<<<<<< HEAD
/ [GET, 404, 127.0.0.1, 2022-03-18 10:37:27.646207, 0.001s, 22B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:19:22.724300, 0.054s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:19:22.756684, 0.0812s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:19:22.820342, 0.1451s, 236B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:20:04.497838, 0.8266s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:20:04.585268, 0.0567s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:20:04.626582, 0.0911s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:20:04.675482, 0.1403s, 236B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:21:05.069462, 0.8631s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:21:05.159481, 0.0545s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:21:05.195271, 0.0846s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:21:05.227291, 0.1168s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:21:05.432447, 0.3236s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:22:25.714511, 0.1036s, 339B]
/v1/latestReports [GET, 200, 127.0.0.1, 2022-04-17 15:22:29.414959, 22.2884s, 4923B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:24:26.892011, 0.1807s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:24:27.015745, 0.0603s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:24:27.059394, 0.1002s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:24:27.093089, 0.134s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:24:27.287527, 0.3286s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:28:07.990879, 0.1771s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:28:22.648317, 0.0597s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:28:22.758587, 0.073s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:28:22.769928, 0.079s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:28:22.858041, 0.1674s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:28:23.082549, 0.3928s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:28:26.081646, 0.0763s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:30:48.546957, 0.1704s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:30:48.658621, 0.0715s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:30:48.670485, 0.0773s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:30:48.729704, 0.1377s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:30:48.922880, 0.3334s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:31:40.779577, 0.0893s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:31:47.827134, 0.0662s, 235B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:31:47.941597, 0.0607s, 235B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:31:47.984796, 0.1013s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:31:48.021556, 0.1383s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:31:48.234247, 0.3511s, 26B]
/v1/hangman/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:38:06.159530, 0.4464s, 444B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/vaccine [OPTIONS, 200, 127.0.0.1, 2022-04-17 15:38:13.783813, 0.0005s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/vaccine [POST, 200, 127.0.0.1, 2022-04-17 15:38:13.942647, 0.1555s, 4B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [OPTIONS, 200, 127.0.0.1, 2022-04-17 15:38:18.333115, 0.0006s, 2B]
/v1/hangman/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/virus [POST, 200, 127.0.0.1, 2022-04-17 15:38:18.498635, 0.1628s, 4B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-17 15:38:20.355991, 0.104s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:38:20.356820, 0.0415s, 13B]
/v1/quiz/Influenza/3 [GET, 200, 127.0.0.1, 2022-04-17 15:38:22.903893, 0.0837s, 546B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-17 15:38:24.519937, 0.1354s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:38:24.521660, 0.0469s, 13B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-17 15:38:33.871079, 0.1889s, 1086B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:38:35.762541, 0.0689s, 339B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-17 15:38:45.573870, 0.101s, 1086B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-17 15:38:51.437853, 0.1079s, 2812B]
/v1/quizzes/Influenza/undefined [GET, 500, 127.0.0.1, 2022-04-17 15:38:51.439516, 0.034s, 31B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:02.992991, 0.0548s, 252B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.100580, 0.0571s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.119642, 0.0721s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.182516, 0.1351s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.366700, 0.3203s, 26B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.783481, 0.0529s, 252B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.906454, 0.0679s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.916326, 0.0736s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:03.982482, 0.14s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:04.163351, 0.3218s, 26B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-17 15:39:06.600765, 0.1286s, 1086B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:07.989494, 0.0637s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:39:08.004675, 0.0754s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:08.055309, 0.1265s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:08.274629, 0.347s, 26B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-17 15:39:39.869389, 0.1222s, 1086B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:41.581019, 0.0912s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:39:41.627169, 0.1346s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:41.640910, 0.1484s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:39:41.861131, 0.3704s, 26B]
/v1/diseases/Influenza [GET, 200, 127.0.0.1, 2022-04-17 15:39:55.111715, 0.1418s, 1086B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:39:57.434485, 0.0869s, 339B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:44:28.182082, 0.4204s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:44:36.401523, 0.0547s, 252B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:44:36.479344, 0.0497s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:44:36.531491, 0.0977s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:44:36.674494, 0.2412s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:44:36.856783, 0.4237s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:44:39.173662, 0.1035s, 339B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:50:13.344576, 0.3748s, 252B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:50:13.460319, 0.0749s, 252B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:50:13.477993, 0.0881s, 339B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:50:13.583891, 0.1961s, 236B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-17 15:50:13.752554, 0.3656s, 26B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:50:15.720724, 0.118s, 339B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-17 15:51:46.550533, 0.2112s, 339B]
